es_id,cluster,row_id,report_group,study,outcome_subject,grade_band,g,v,se,n_t,n_c,n_clusters,icc_assumed,cluster_adjusted,pretest_adjusted,test_type,test_name,include,exclude_reason,extraction_method,source_stat,page_ref,extractor,confidence,notes
olson_2020-01,olson_2020,88,olson_2020,Olson et al. 2020,Reading,7-12 (SBAC analysis: grades 7-8 and 11),0.0595,0.002455,0.0495,,,134,,True,True,standardized_independent,Smarter Balanced Assessment Consortium (SBAC) ELA state standardized test,1,,"Paper reports d=0.06, s.e.=0.05 from multilevel ITT model (SBAC & CST standardized within analytic sample by grade). g = J*d, J=1-3/(4*83-1)=0.99094 (dof=83 Kenward-Roger), g=0.0595; g_se = J*0.05 = 0.0495; g_var = g_se^2 = 0.002455. Standardized within the analytic sample (grade-standardized SBAC scores).",0.06,"p.45 (State Standardized Test Scores: 'd=.06, s.e.=.05, p>.10, dof=83, student n=2,733, teacher n=134, block n=51')",subagent,high,"Independent/standardized achievement transfer measure (the meta-analysis 'External' test type). Non-significant (p>.10), positive. Total student n=2,733; teacher n=134; block n=51 (n_clusters=teacher n=134, the randomized unit). reading/ELA -> Reading."
olson_2020-02,olson_2020,88,olson_2020,Olson et al. 2020,Other,7-12,0.3185,0.003567,0.0597,,,225,,True,True,researcher_made,"NWP Analytic Writing Continuum for Literary Analysis (AWC-LA), holistic score (on-demand writing assessment)",0,researcher_made,"Paper reports d=0.32, se=0.06 from multilevel ITT gain-score model (outcome standardized within cohort/prompt; impact standardized within analytic sample). g = J*d, J=1-3/(4*163-1)=0.99539 (dof=163 Kenward-Roger), g=0.3185; g_se = J*0.06 = 0.0597; g_var = g_se^2 = 0.003567.",0.32,"p.45 + Table 2 (Impacts on AWC-LA, in Effect Sizes): Holistic Point-Estimate 0.32***, se 0.06, dof 163, Block N 81, Teacher N 225, Student N 894",subagent,high,"Headline/confirmatory outcome. Researcher/developer-made on-demand writing assessment (NWP AWC-LA), p<.001. writing -> Other. Total student N=894; teacher N=225; block N=81 (n_clusters=teacher N=225)."
olson_2020-03,olson_2020,88,olson_2020,Olson et al. 2020,Other,7-12,0.3086,0.004855,0.0697,,,225,,True,True,researcher_made,AWC-LA analytic attribute: Content,0,researcher_made,"d=0.31, se=0.07 (Table 2). g=J*d, J=0.99539 (dof=163), g=0.3086; g_se=J*0.07=0.0697; g_var=0.004855.",0.31,"Table 2 (Content 0.31***, se 0.07, dof 163, Student N 894)",subagent,high,Analytic subscale of the AWC-LA holistic composite. writing -> Other.
olson_2020-04,olson_2020,88,olson_2020,Olson et al. 2020,Other,7-12,0.2887,0.004855,0.0697,,,225,,True,True,researcher_made,AWC-LA analytic attribute: Structure,0,researcher_made,"d=0.29, se=0.07 (Table 2). g=J*d, J=0.99539 (dof=163), g=0.2887; g_se=J*0.07=0.0697; g_var=0.004855.",0.29,"Table 2 (Structure 0.29***, se 0.07, dof 163, Student N 894)",subagent,high,Analytic subscale of the AWC-LA holistic composite. writing -> Other.
olson_2020-05,olson_2020,88,olson_2020,Olson et al. 2020,Other,7-12,0.2688,0.004855,0.0697,,,225,,True,True,researcher_made,AWC-LA analytic attribute: Fluency (sentence fluency),0,researcher_made,"d=0.27, se=0.07 (Table 2). g=J*d, J=0.99539 (dof=163), g=0.2688; g_se=J*0.07=0.0697; g_var=0.004855.",0.27,"Table 2 (Fluency 0.27***, se 0.07, dof 163, Student N 894)",subagent,high,Analytic subscale of the AWC-LA holistic composite. writing -> Other.
olson_2020-06,olson_2020,88,olson_2020,Olson et al. 2020,Other,7-12,0.3185,0.004855,0.0697,,,225,,True,True,researcher_made,AWC-LA analytic attribute: Conventions,0,researcher_made,"d=0.32, se=0.07 (Table 2). g=J*d, J=0.99539 (dof=163), g=0.3185; g_se=J*0.07=0.0697; g_var=0.004855.",0.32,"Table 2 (Conventions 0.32***, se 0.07, dof 163, Student N 894)",subagent,high,Analytic subscale of the AWC-LA holistic composite. writing -> Other.
pcer_2008-01,pcer_2008,89,pcer_2008,PCER (2008),Reading,Pre-K,0.38858,0.02169,0.14727,103,105,14,,True,True,standardized_independent,Test of Early Reading Ability (TERA),0,redundant_subscale,"Reported effect size d=0.39 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=206, J=0.99635, g=0.3886. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=3.43) and its SE (1.3): implied site SD = md/d = 8.795; SE in d-units = SE_md/SD = 0.1478; g_se = J*SE_d = 0.1473; g_var = 0.02169. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",3.43,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. TN site: Vanderbilt compared Bright Beginnings and Creative Curriculum to a shared control (teacher-developed curricula). 7 BB trt classrooms + 7 shared control classrooms.
pcer_2008-02,pcer_2008,89,pcer_2008,PCER (2008),Reading,Pre-K,0.34872,0.029245,0.17101,103,105,14,,True,True,standardized_independent,Woodcock-Johnson Letter-Word Identification (W score),0,redundant_subscale,"Reported effect size d=0.35 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=206, J=0.99635, g=0.3487. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=8.85) and its SE (4.34): implied site SD = md/d = 25.286; SE in d-units = SE_md/SD = 0.1716; g_se = J*SE_d = 0.1710; g_var = 0.02925. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",8.85,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. TN site: Vanderbilt compared Bright Beginnings and Creative Curriculum to a shared control (teacher-developed curricula). 7 BB trt classrooms + 7 shared control classrooms.
pcer_2008-03,pcer_2008,89,pcer_2008,PCER (2008),Reading,Pre-K,0.17934,0.018017,0.13423,103,105,14,,True,True,standardized_independent,Woodcock-Johnson Spelling (W score),0,redundant_subscale,"Reported effect size d=0.18 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=206, J=0.99635, g=0.1793. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=4.81) and its SE (3.6): implied site SD = md/d = 26.722; SE in d-units = SE_md/SD = 0.1347; g_se = J*SE_d = 0.1342; g_var = 0.01802. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",4.81,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. TN site: Vanderbilt compared Bright Beginnings and Creative Curriculum to a shared control (teacher-developed curricula). 7 BB trt classrooms + 7 shared control classrooms.
pcer_2008-04,pcer_2008,89,pcer_2008,PCER (2008),Reading,Pre-K,-0.06974,0.011354,0.10655,103,105,14,,True,True,standardized_independent,Pre-CTOPPP Elision (phonological awareness),1,,"Reported effect size d=-0.07 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=206, J=0.99635, g=-0.0697. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=-0.36) and its SE (0.55): implied site SD = md/d = 5.143; SE in d-units = SE_md/SD = 0.1069; g_se = J*SE_d = 0.1066; g_var = 0.01135. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",-0.36,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. TN site: Vanderbilt compared Bright Beginnings and Creative Curriculum to a shared control (teacher-developed curricula). 7 BB trt classrooms + 7 shared control classrooms.
pcer_2008-05,pcer_2008,89,pcer_2008,PCER (2008),Other,Pre-K,0.12953,0.015532,0.12463,103,105,14,,True,True,standardized_independent,Peabody Picture Vocabulary Test (PPVT),0,redundant_subscale,"Reported effect size d=0.13 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=206, J=0.99635, g=0.1295. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=2.38) and its SE (2.29): implied site SD = md/d = 18.308; SE in d-units = SE_md/SD = 0.1251; g_se = J*SE_d = 0.1246; g_var = 0.01553. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",2.38,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. TN site: Vanderbilt compared Bright Beginnings and Creative Curriculum to a shared control (teacher-developed curricula). 7 BB trt classrooms + 7 shared control classrooms.
pcer_2008-06,pcer_2008,89,pcer_2008,PCER (2008),Other,Pre-K,0.08967,0.015945,0.12627,103,105,14,,True,True,standardized_independent,Test of Language Development (TOLD) Grammatic Understanding,0,redundant_subscale,"Reported effect size d=0.09 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=206, J=0.99635, g=0.0897. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=0.49) and its SE (0.69): implied site SD = md/d = 5.444; SE in d-units = SE_md/SD = 0.1267; g_se = J*SE_d = 0.1263; g_var = 0.01594. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",0.49,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. TN site: Vanderbilt compared Bright Beginnings and Creative Curriculum to a shared control (teacher-developed curricula). 7 BB trt classrooms + 7 shared control classrooms.
pcer_2008-07,pcer_2008,89,pcer_2008,PCER (2008),STEM,Pre-K,0.15942,0.014775,0.12155,103,105,14,,True,True,standardized_independent,Woodcock-Johnson Applied Problems (W score),0,redundant_subscale,"Reported effect size d=0.16 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=206, J=0.99635, g=0.1594. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=4.21) and its SE (3.21): implied site SD = md/d = 26.312; SE in d-units = SE_md/SD = 0.1220; g_se = J*SE_d = 0.1216; g_var = 0.01477. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",4.21,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. TN site: Vanderbilt compared Bright Beginnings and Creative Curriculum to a shared control (teacher-developed curricula). 7 BB trt classrooms + 7 shared control classrooms.
pcer_2008-08,pcer_2008,89,pcer_2008,PCER (2008),STEM,Pre-K,0.13949,0.019457,0.13949,103,105,14,,True,True,standardized_independent,CMA-A Mathematics Composite,0,redundant_subscale,"Reported effect size d=0.14 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=206, J=0.99635, g=0.1395. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=0.04) and its SE (0.04): implied site SD = md/d = 0.286; SE in d-units = SE_md/SD = 0.1400; g_se = J*SE_d = 0.1395; g_var = 0.01946. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",0.04,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. TN site: Vanderbilt compared Bright Beginnings and Creative Curriculum to a shared control (teacher-developed curricula). 7 BB trt classrooms + 7 shared control classrooms.
pcer_2008-09,pcer_2008,89,pcer_2008,PCER (2008),STEM,Pre-K,-0.02989,0.019457,0.13949,103,105,14,,True,True,researcher_made,Shape Composition (Building Blocks) task,0,researcher_made,"Reported effect size d=-0.03 from Table E (spring pre-K, end-of-treatment), where d = (adjusted M_T - M_C)/sigma_pooled with sigma_pooled a site-specific model-based pooled population SD (Appendix B, eq.16). g = J*d, df=n_t+n_c-2=206, J=0.99635, g=-0.0299. g_se derived from the Appendix-D covariate-adjusted spring pre-K mean difference (md=-0.03) and its SE (0.14): implied site SD = md/d = 1.000; SE in d-units = SE_md/SD = 0.1400; g_se = J*SE_d = 0.1395; g_var = 0.01946. Pretest/baseline-adjusted (covariate) and cluster-accounted (HLM random classroom effect).",-0.03,"Effect size d: Table E, p.xliii (PDF p.44). Spring pre-K covariate-adjusted mean difference + SE: Appendix D (Tables D-1a..D-15a), PDF pp.415-441. Pooled-SD method: Appendix B eq.(10)-(16), PDF pp.353-359. Model: Appendix B, PDF pp.341-352.",subagent,medium,impact_estimate/impact_se are the Appendix-D covariate-adjusted spring pre-K mean DIFFERENCE (T-C) and its SE in the measure's raw score units (NOT in d units); the standardized d is in Table E. TN site: Vanderbilt compared Bright Beginnings and Creative Curriculum to a shared control (teacher-developed curricula). 7 BB trt classrooms + 7 shared control classrooms.
